shortName,symbol,fullExchangeName,dividendDate,trailingAnnualDividendRate,trailingAnnualDividendYield
"Evolent Health, Inc",EVH,NYSE,,0.0,0.0
"EVI Industries, Inc.",EVI,NYSE American,2019-01-07 18:00:00,0.0,0.0
VelocityShares 1x Long VSTOXX F,EVIX,BATS,,,
"Evelo Biosciences, Inc.",EVLO,NasdaqGS,,0.0,0.0
"Evolv Technologies Holdings, In",EVLV,NasdaqCM,,0.0,0.0
29200,EVM,NYSE,,0.459,0.051
Invesco Electric Vehicle Metals,EVMT,NasdaqGM,,,
Eaton Vance Municipal Income Tr,EVN,NYSE,2019-01-21 18:00:00,0.559,0.056294058
AltShares Event-Driven ETF,EVNT,NYSEArca,,,
Evotec SE,EVO,NasdaqGS,,0.0,0.0
Evo Acquisition Corp.,EVOJ,NasdaqCM,,0.0,0.0
Evo Acquisition Corp.,EVOJU,NasdaqCM,,0.0,0.0
Evo Acquisition Corp.,EVOJW,NasdaqCM,,,
"Evoke Pharma, Inc.",EVOK,NasdaqCM,,0.0,0.0
"EVO Payments, Inc.",EVOP,NasdaqGM,,0.0,0.0
Evercore Inc.,EVR,NYSE,2023-03-09 18:00:00,2.88,0.02514186
"Evergy, Inc.",EVRG,NasdaqGS,2023-03-21 19:00:00,2.33,0.03864654
Everi Holdings Inc.,EVRI,NYSE,,0.0,0.0
Eaton Vance Tax Advantaged Divi,EVT,NYSE,2019-01-30 18:00:00,1.951,0.0900323
"Evertec, Inc.",EVTC,NYSE,2023-03-16 19:00:00,0.2,0.0060006
Vertical Aerospace Ltd.,EVTL,NYSE,,0.0,0.0
"Envirotech Vehicles, Inc.",EVTV,NasdaqCM,,0.0,0.0
iShares Trust iShares ESG Aware,EVUS,BATS,,0.0,0.0
316100,EVV,NYSE,2019-01-09 18:00:00,1.2,0.12474013
VanEck Environmental Services E,EVX,NYSEArca,,0.0,0.0
Edwards Lifesciences Corporatio,EW,NYSE,,0.0,0.0
iShares MSCI Australia Index Fu,EWA,NYSEArca,,0.577,0.026419414
"East West Bancorp, Inc.",EWBC,NasdaqGS,2023-02-20 18:00:00,1.6,0.028208744
iShares MSCI Canada Index Fund,EWC,NYSEArca,,0.644,0.019925743
Invesco S&P 500 Equal Weight Co,EWCO,NYSEArca,,,
"European Wax Center, Inc.",EWCZ,NasdaqGS,2022-05-05 19:00:00,0.0,0.0
iShares Inc iShares MSCI Sweden,EWD,NYSEArca,,1.419,0.042857144
Global X Emerging Markets Inter,EWEB,NasdaqGM,,,
iShares MSCI Germany Index Fund,EWG,NYSEArca,,0.67,0.025321241
Ishares MSCI Germany Small Cap ,EWGS,BATS,,,
iShares MSCI Hong Kong Index Fu,EWH,NYSEArca,,0.602,0.02998008
iShares Inc iShares MSCI Italy ,EWI,NYSEArca,,0.65,0.022871217
iShares MSCI Japan Index Fund,EWJ,NYSEArca,,0.702,0.012777576
iShares MSCI Japan Value ETF,EWJV,NasdaqGM,,,
iShares Inc iShares MSCI Belgiu,EWK,NYSEArca,,0.326,0.0185438
iShares Inc iShares MSCI Switze,EWL,NYSEArca,,0.64,0.0151300235
iShares MSCI Malaysia Index Fun,EWM,NYSEArca,,0.841,0.039707273
Invesco S&P MidCap 400 Equal We,EWMC,NYSEArca,,,
iShares MSCI Netherlands Index ,EWN,NYSEArca,,0.459,0.011742134
iShares Inc iShares MSCI Austri,EWO,NYSEArca,,0.436,0.022336064
iShares Inc iShares MSCI Spain ,EWP,NYSEArca,,0.693,0.02660269
iShares MSCI France Index Fund,EWQ,NYSEArca,,0.595,0.016951568
Invesco S&P 500 Equal Weight Re,EWRE,NYSEArca,,,
iShares Inc iShares MSCI Singap,EWS,NYSEArca,,0.637,0.034525745
Invesco S&P SmallCap 600 Equal ,EWSC,NYSEArca,,,
iShares Inc iShares MSCI Taiwan,EWT,NYSEArca,,0.973,0.022612132
"Edgewise Therapeutics, Inc.",EWTX,NasdaqGS,,0.0,0.0
iShares MSCI,EWU,NYSEArca,,0.898,0.029442623
Ishares MSCI,EWUS,BATS,,0.0,0.0
ProShares UltraShort MSCI Japan,EWV,NYSEArca,,,
iShares Inc iShares MSCI Mexico,EWW,NYSEArca,,0.878,0.016027749
SPDR S&P Emerging Markets Small,EWX,NYSEArca,,0.0,0.0
iShares Inc iShares MSCI South ,EWY,NYSEArca,,0.63,0.010994764
iShares Inc iShares MSCI Brazil,EWZ,NYSEArca,,0.902,0.03429658
iShares MSCI Brazil Small-Cap E,EWZS,NasdaqGM,2016-12-27 18:00:00,0.0,0.0
Exscientia Plc,EXAI,NasdaqGS,,0.0,0.0
Exact Sciences Corporation,EXAS,NasdaqCM,,0.0,0.0
Exelon Corporation,EXC,NasdaqGS,2023-03-09 18:00:00,1.35,0.032265775
Eaton Vance Buy-Write Strategie,EXD,NYSE,2018-12-30 18:00:00,0.0,0.0
"Exelixis, Inc.",EXEL,NasdaqGS,,0.0,0.0
"Expensify, Inc.",EXFY,NasdaqGS,,0.0,0.0
Eaton Vance Tax-Managed Global ,EXG,NYSE,2019-01-30 18:00:00,0.0,0.0
iShares Global Industrials ETF,EXI,NYSEArca,,,
Endeavour Silver Corporation,EXK,NYSE,,0.0,0.0
"ExlService Holdings, Inc.",EXLS,NasdaqGS,,0.0,0.0
Eagle Materials Inc,EXP,NYSE,2023-04-13 19:00:00,1.0,0.007612088
Expeditors International of Was,EXPD,NasdaqGS,2022-12-14 18:00:00,1.34,0.012678589
"Expedia Group, Inc.",EXPE,NasdaqGS,2020-03-25 19:00:00,0.0,0.0
"eXp World Holdings, Inc.",EXPI,NasdaqGM,2023-03-30 19:00:00,0.17,0.013754046
"Exponent, Inc.",EXPO,NasdaqGS,2023-03-23 19:00:00,0.96,0.009283435
"Express, Inc.",EXPR,NYSE,2010-12-22 18:00:00,0.0,0.0
Extra Space Storage Inc,EXR,NYSE,2023-03-30 19:00:00,6.0,0.038075898
"Extreme Networks, Inc.",EXTR,NasdaqGS,,0.0,0.0
"National Vision Holdings, Inc.",EYE,NasdaqGS,,0.0,0.0
"Eyenovia, Inc.",EYEN,NasdaqCM,,0.0,0.0
Cambria ETF Trust Cambria Emerg,EYLD,BATS,,,
"EyePoint Pharmaceuticals, Inc.",EYPT,NasdaqGM,2020-12-08 18:00:00,0.0,0.0
iShares MSCI South Africa Index,EZA,NYSEArca,,2.42,0.061971836
"EzFill Holdings, Inc.",EZFL,NasdaqCM,,0.0,0.0
EZGO Technologies Ltd.,EZGO,NasdaqCM,,0.0,0.0
ProShares Ultra MSCI Japan,EZJ,NYSEArca,,,
WisdomTree U.S. MidCap Fund,EZM,NYSEArca,,,
"EZCORP, Inc.",EZPW,NasdaqGS,,0.0,0.0
iShares MSCI Eurozone ETF,EZU,BATS,,1.107,0.02648959
Ford Motor Company,F,NYSE,2023-02-28 18:00:00,0.5,0.042698547
First Advantage Corporation,FA,NasdaqGS,,0.0,0.0
First Trust Alternative Absolut,FAAR,NasdaqGM,,,
First Trust Multi Cap Value Alp,FAB,NasdaqGM,2018-06-28 19:00:00,,
Freedom Acquisition I Corp.,FACT,NYSE,,0.0,0.0
,FACT-WS,,,,
First Trust Multi Cap Growth Al,FAD,NasdaqGM,2018-03-28 19:00:00,0.0,0.0
First American Corporation (New,FAF,NYSE,2023-03-14 19:00:00,2.06,0.03744093
Cambria ETF Trust Cambria Globa,FAIL,BATS,,,
iShares Fallen Angels USD Bond ,FALN,NasdaqGM,2018-07-08 19:00:00,,
First Trust/Aberdeen Global Opp,FAM,NYSE,2019-02-14 18:00:00,0.685,0.12017544
"Farmmi, Inc. Ordinary Shares",FAMI,NasdaqCM,,0.0,0.0
First Trust Global Wind Energy ,FAN,NYSEArca,,0.0,0.0
"Diamondback Energy, Inc.",FANG,NasdaqGS,2023-03-09 18:00:00,11.31,0.092146
Fanhua Inc.,FANH,NasdaqGS,2022-04-25 19:00:00,0.0,0.0
FT Cboe Vest U.S. Equity Buffer,FAPR,BATS,,0.0,0.0
Farmer Brothers Company,FARM,NasdaqGS,2011-02-13 18:00:00,0.0,0.0
"FARO Technologies, Inc.",FARO,NasdaqGS,,0.0,0.0
Direxion Financial Bull 3X Shar,FAS,NYSEArca,,0.0,0.0
Fastenal Company,FAST,NasdaqGS,2023-03-01 18:00:00,1.24,0.02404965
FAT Brands Inc.,FAT,NasdaqCM,2023-02-28 18:00:00,0.54,0.07124011
FAT Brands Inc.,FATBB,NasdaqCM,2023-02-28 18:00:00,0.54,0.08282209
FAT Brands Inc. - 8.25% Series ,FATBP,NasdaqCM,2023-03-19 19:00:00,0.54,0.034861203
FAT Brands Inc.,FATBW,NasdaqCM,,,
"Fate Therapeutics, Inc.",FATE,NasdaqGM,,0.0,0.0
Fathom Digital Manufacturing Co,FATH,NYSE,,0.0,0.0
,FATH-WS,,,,
Fat Projects Acquisition Corp,FATP,NasdaqGM,,0.0,0.0
Fat Projects Acquisition Corp,FATPU,NasdaqGM,,0.0,0.0
Fat Projects Acquisition Corp Warrant,FATPW,NasdaqGM,,,
FT Cboe Vest U.S. Equity Buffer,FAUG,BATS,,0.0,0.0
592314,FAX,NYSE American,2019-01-30 18:00:00,0.33,0.124060154
Direxion Financial Bear 3X Shar,FAZ,NYSEArca,,,
FaZe Holdings Inc.,FAZE,NasdaqCM,,0.0,0.0
,FAZEW,NasdaqCM,,0.0,0.0
Fidelity Blue Chip Growth ETF,FBCG,BATS,,,
Fidelity Blue Chip Value ETF,FBCV,BATS,,,
UBS AG FI Enhanced Large Cap Gr,FBGX,NYSEArca,,,
"Fortune Brands Innovations, Inc",FBIN,NYSE,2023-03-14 19:00:00,1.12,0.019921735
"Fortress Biotech, Inc.",FBIO,NasdaqCM,,0.0,0.0
"Fortress Biotech, Inc. - 9.375%",FBIOP,NasdaqCM,2023-03-30 19:00:00,0.0,0.0
First Business Financial Servic,FBIZ,NasdaqGS,2023-02-15 18:00:00,0.79,0.02572452
FB Financial Corporation,FBK,NYSE,2023-02-20 18:00:00,0.52,0.015936254
GraniteShares 1.5x Long Meta Da,FBL,NasdaqGM,,,
"The First Bancshares, Inc.",FBMS,NasdaqGM,2023-02-23 18:00:00,0.78,0.03030303
First Bancorp,FBNC,NasdaqGS,2023-01-24 18:00:00,0.88,0.024390243
Fidelity Total Bond ETF,FBND,NYSEArca,,,
First BanCorp. New,FBP,NYSE,2023-03-09 18:00:00,0.46,0.039621018
"Franklin BSP Realty Trust, Inc.",FBRT,NYSE,2023-01-10 18:00:00,1.42,0.11639344
"Forte Biosciences, Inc.",FBRX,NasdaqCM,2020-06-15 19:00:00,0.0,0.0
First Trust Amex Biotech Index ,FBT,NYSEArca,,0.02,0.0001322314
First Trust Brazil AlphaDEX Fun,FBZ,NasdaqGM,2018-03-28 19:00:00,,
Franklin Covey Company,FC,NYSE,,0.0,0.0
First Trust China AlphaDEX Fund,FCA,NasdaqGM,2017-12-28 18:00:00,,
First Trust California Municipa,FCAL,NasdaqGM,2017-07-30 19:00:00,,
"First Capital, Inc.",FCAP,NasdaqCM,2023-03-30 19:00:00,1.04,0.043099876
"First Community Bankshares, Inc",FCBC,NasdaqGS,2023-02-23 18:00:00,1.14,0.0420509
First Community Corporation,FCCO,NasdaqCM,2023-02-13 18:00:00,0.53,0.028556034
First Trust Income Opportunitie,FCEF,NasdaqGM,2017-05-30 19:00:00,,
"FuelCell Energy, Inc.",FCEL,NasdaqGM,2019-05-08 19:00:00,0.0,0.0
First,FCF,NYSE,2023-02-16 18:00:00,0.48,0.0369515
"FirstCash Holdings, Inc.",FCFS,NasdaqGS,2023-02-27 18:00:00,1.26,0.013695652
First Trust Natural Gas ETF,FCG,NYSEArca,,,
Fidelity Cloud Computing ETF,FCLD,BATS,,,
"FTI Consulting, Inc.",FCN,NYSE,,0.0,0.0
"First Citizens BancShares, Inc.",FCNCA,NasdaqGS,2023-03-14 19:00:00,2.16,0.0040004444
"First Citizens BancShares, Inc.",FCNCO,NasdaqGS,2023-03-14 19:00:00,2.16,0.11569363
"First Citizens BancShares, Inc.",FCNCP,NasdaqGS,2023-03-14 19:00:00,2.16,0.10290615
17210,FCO,NYSE,2019-01-30 18:00:00,0.84,0.1603237
Fidelity MSCI Communication Ser,FCOM,NYSEArca,,,
Fidelity Corporate Bond ETF,FCOR,NYSEArca,,,
Fidelity Stocks for Inflation E,FCPI,BATS,,,
"Four Corners Property Trust, In",FCPT,NYSE,2023-01-12 18:00:00,1.337,0.049758095
First Eagle Alternative Capital,FCRD,NasdaqGS,2022-12-29 18:00:00,0.42,0.089361705
"Crescent Capital BDC, Inc. 5.00",FCRX,NYSE,2023-03-29 19:00:00,1.64,0.069639064
Federated Hermes ETF Trust Fede,FCSH,NYSEArca,,,
First Trust Senior Floating Rat,FCT,NYSE,2019-02-14 18:00:00,0.87,0.09284952
First Trust Lunt U.S. Factor Ro,FCTR,BATS,,,
Tidal ETF Trust II Pinnacle Foc,FCUS,NYSEArca,,0.0,0.0
Focus Universal Inc.,FCUV,NasdaqGM,,0.0,0.0
First Trust SSI Strategic Conve,FCVT,NasdaqGM,2017-05-30 19:00:00,,
"Freeport-McMoRan, Inc.",FCX,NYSE,2023-01-31 18:00:00,0.6,0.01689665
"Fidelity D & D Bancorp, Inc.",FDBC,NasdaqGM,2023-03-09 18:00:00,1.35,0.030000001
First Trust Dow Jones STOXX Sel,FDD,NYSEArca,,,
FT Cboe Vest U.S. Equity Buffer,FDEC,BATS,,0.0,0.0
Fidelity Emerging Markets Multi,FDEM,BATS,,,
First Trust Dynamic Europe Equi,FDEU,NYSE,2019-02-14 18:00:00,0.0,0.0
Fidelity Emerging Markets Multi,FDEV,BATS,,,
American Century Focused Dynami,FDG,BATS,,,
Fidelity Digital Health ETF,FDHT,BATS,,,
Fidelity High Yield Factor ETF,FDHY,NYSEArca,,,
Fidelity Crypto Industry and Di,FDIG,NasdaqGM,,,
Fidelity MSCI Consumer Discreti,FDIS,NYSEArca,,,
First Trust Morningstar ETF,FDL,NYSEArca,,,
Fidelity Low Volatility Factor ,FDLO,NYSEArca,,0.0,0.0
Northern Lights Fund Trust IV I,FDLS,NYSEArca,,0.0,0.0
First Trust DJ Select MicroCap ,FDM,NYSEArca,,,
Fidelity Momentum Factor ETF,FDMO,NYSEArca,,,
"4D Molecular Therapeutics, Inc.",FDMT,NasdaqGS,,0.0,0.0
First Trust DJ Internet Index F,FDN,NYSEArca,,,
First Trust Dow Jones Internati,FDNI,NasdaqGM,,,
"Fresh Del Monte Produce, Inc.",FDP,NYSE,2023-03-30 19:00:00,0.6,0.019834712
Fidelity Dividend ETF for Risin,FDRR,NYSEArca,,,
Fidelity Electric Vehicles and ,FDRV,BATS,,,
FactSet Research Systems Inc.,FDS,NYSE,2023-03-15 19:00:00,3.49,0.008623885
First Trust Developed Markets E,FDT,NasdaqGM,2018-06-28 19:00:00,0.0,0.0
First Trust Developed Markets e,FDTS,NasdaqGM,2018-03-28 19:00:00,,
Fidus Investment Corporation,FDUS,NasdaqGS,2023-03-28 19:00:00,1.44,0.074921966
Federated Hermes ETF Trust Fede,FDV,NYSEArca,,0.0,0.0
Fidelity High Dividend ETF,FDVV,NYSEArca,,,
Fidelity Women's Leadership ETF,FDWM,NYSEArca,,,
FedEx Corporation,FDX,NYSE,2023-04-02 19:00:00,4.2,0.021505374
FirstEnergy Corp.,FE,NYSE,2023-02-28 18:00:00,1.56,0.039274924
"5E Advanced Materials, Inc.",FEAM,NasdaqGS,,0.0,0.0
AIM ETF Products Trust AllianzI,FEBT,NYSEArca,,0.0,0.0
AIM ETF Products Trust AllianzI,FEBW,NYSEArca,,0.0,0.0
TrueShares Structured Outcome (,FEBZ,BATS,,,
ETRACS 2x Leveraged IFED Invest,FEDL,NYSEArca,,,
FlexShares ESG & Climate Develo,FEDM,NYSEArca,,,
Four Seasons Education (Cayman),FEDU,NYSE,2020-02-09 18:00:00,0.0,0.0
FlexShares Trust FlexShares ESG,FEEM,NYSEArca,,0.0,0.0
FlexShares ESG & Climate High Y,FEHY,NYSEArca,,,
First Trust MLP and Energy Inco,FEI,NYSE,2019-04-14 19:00:00,0.0,0.0
FlexShares ESG & Climate Invest,FEIG,NYSEArca,,,
"Frequency Electronics, Inc.",FEIM,NasdaqGM,2023-01-26 18:00:00,0.0,0.0
"Franklin Electric Co., Inc.",FELE,NasdaqGS,2023-02-15 18:00:00,0.78,0.008722881
First Trust Emerging Markets Al,FEM,NasdaqGM,2018-03-28 19:00:00,0.0,0.0
First Trust Emerging Markets Lo,FEMB,NasdaqGM,2017-05-30 19:00:00,0.0,0.0
First Trust Emerging Markets Sm,FEMS,NasdaqGM,2018-06-28 19:00:00,,
Femasys Inc.,FEMY,NasdaqCM,,0.0,0.0
17547,FEN,NYSE American,2019-01-30 18:00:00,1.2,0.09654063
Fennec Pharmaceuticals Inc.,FENC,NasdaqCM,,0.0,0.0
Phoenix New Media Limited,FENG,NYSE,2020-12-21 18:00:00,0.0,0.0
Fidelity MSCI Energy Index ETF,FENY,NYSEArca,,0.0,0.0
First Trust/Aberdeen Emerging O,FEO,NYSE,2018-12-30 18:00:00,1.2,0.12565051
First Trust Europe AlphaDEX Fun,FEP,NasdaqGM,2018-06-28 19:00:00,,
Ferguson plc,FERG,NYSE,2023-05-04 19:00:00,3.41,0.026586622
"Forum Energy Technologies, Inc.",FET,NYSE,2020-11-09 18:00:00,0.0,0.0
FlexShares ESG & Climate US Lar,FEUS,NYSEArca,,,
First Trust Eurozone AlphaDEX E,FEUZ,NasdaqGM,2017-03-30 19:00:00,0.0,0.0
Inspire Faithward Large Cap Mom,FEVR,NYSEArca,,,
First Trust Large Cap Core Alph,FEX,NasdaqGM,2018-06-28 19:00:00,,
Fintech Ecosystem Development C,FEXD,NasdaqGM,,0.0,0.0
Fintech Ecosystem Development C,FEXDR,NasdaqGM,,,
Fintech Ecosystem Development C,FEXDU,NasdaqGM,,0.0,0.0
Fintech Ecosystem Development Corp. Warrant,FEXDW,NasdaqGM,,,
SPDR DJ Euro STOXX 50 Etf,FEZ,NYSEArca,,0.81,0.019569945
FutureFuel Corp.,FF,NYSE,2023-12-14 18:00:00,0.0,0.0
First Trust Enhanced Equity Inc,FFA,NYSE,2018-12-30 18:00:00,1.26,0.07855361
First Financial Bancorp.,FFBC,NasdaqGS,2023-03-14 19:00:00,0.92,0.042691417
Flaherty & Crumrine Preferred S,FFC,NYSE,2019-04-29 19:00:00,1.39,0.09935668
FT Cboe Vest U.S. Equity Buffer,FFEB,BATS,,0.0,0.0
Formula Folios Hedged Growth ET,FFHG,BATS,,,
Flushing Financial Corporation,FFIC,NasdaqGS,2023-03-30 19:00:00,0.88,0.055450536
Faraday Future Intelligent Elec,FFIE,NasdaqGM,,0.0,0.0
Property Solutions Acquisition ,FFIEW,NasdaqGM,,,
"First Financial Bankshares, Inc",FFIN,NasdaqGS,2023-04-02 19:00:00,0.66,0.020446097
UVA Unconstrained Medium-Term F,FFIU,NYSEArca,,,
"F5, Inc.",FFIV,NasdaqGS,,0.0,0.0
The Future Fund Active ETF,FFND,NYSEArca,,,
"First Financial Northwest, Inc.",FFNW,NasdaqGS,2023-03-23 19:00:00,0.48,0.035820894
FormulaFolios Smart Growth ETF,FFSG,BATS,,,
FormulaFolios Tactical Growth E,FFTG,BATS,,,
FormulaFolios Tactical Income E,FFTI,BATS,,,
Innovator IBD 50 ETF,FFTY,NYSEArca,,,
First Foundation Inc.,FFWM,NasdaqGM,2023-02-15 18:00:00,0.44,0.046709128
"F&G Annuities & Life, Inc.",FG,NYSE,2023-01-30 18:00:00,0.2,0.011607662
First Trust Specialty Finance a,FGB,NYSE,2018-12-02 18:00:00,0.0,0.0
"First Guaranty Bancshares, Inc.",FGBI,NasdaqGM,2023-03-30 19:00:00,0.64,0.04129032
"First Guaranty Bancshares, Inc.",FGBIP,NasdaqGM,2023-02-28 18:00:00,0.64,0.034801524
First Trust DJ Global Select Di,FGD,NYSEArca,,,
"FibroGen, Inc",FGEN,NasdaqGS,,0.0,0.0
"FG Financial Group, Inc.",FGF,NasdaqGM,,0.0,0.0
"FG Financial Group, Inc.  - 8.0",FGFPP,NasdaqGM,2023-03-14 19:00:00,0.0,0.0
FG Group Holdings Inc.,FGH,NYSE American,,0.0,0.0
FGI Industries Ltd.,FGI,NasdaqCM,,0.0,0.0
FGI Industries Ltd. Warrant,FGIWW,NasdaqCM,,0.0,0.0
Franklin Templeton Holdings Tru,FGLD,NYSEArca,,0.0,0.0
First Trust Germany AlphaDEX Fu,FGM,NasdaqGM,2018-03-28 19:00:00,0.0,0.0
FG Merger Corp.,FGMC,NasdaqGM,,0.0,0.0
FG Merger Corp.,FGMCU,NasdaqGM,,0.0,0.0
,FGMCW,NasdaqGM,,0.0,0.0
Fidelity Growth Opportunities E,FGRO,BATS,,,
"First Hawaiian, Inc.",FHB,NasdaqGS,2023-03-02 18:00:00,1.04,0.049665708
"Federated Hermes, Inc.",FHI,NYSE,2023-02-14 18:00:00,1.08,0.027706517
Fidelity MSCI Health Care Index,FHLC,NYSEArca,,,
Future Health ESG Corp.,FHLT,NasdaqCM,,0.0,0.0
Future Health ESG Corp.,FHLTU,NasdaqCM,,0.0,0.0
Future Health ESG Corp. Warrant,FHLTW,NasdaqGM,,,
First Horizon Corporation,FHN,NYSE,2023-04-02 19:00:00,0.6,0.038634904
Foghorn Therapeutics Inc.,FHTX,NasdaqGM,,0.0,0.0
Federated Hermes ETF Trust Fede,FHYS,NYSEArca,,,
Focus Impact Acquisition Corp.,FIAC,NasdaqGM,,0.0,0.0
Focus Impact Acquisition Corp.,FIACU,NasdaqGM,,0.0,0.0
Focus Impact Acquisition Corp. Warrant,FIACW,NasdaqGM,,,
Tidal ETF Trust II Nicholas Fix,FIAX,NYSEArca,,0.0,0.0
"First Interstate BancSystem, In",FIBK,NasdaqGS,2023-02-16 18:00:00,1.76,0.05606881
iShares U.S. Fixed Income Balan,FIBR,BATS,,0.0,0.0
Fair Isaac Corproation,FICO,NYSE,2017-03-16 19:00:00,0.0,0.0
First Trust International Devel,FICS,NasdaqGM,,,
Frontier Investment Corp,FICV,NasdaqCM,,0.0,0.0
Frontier Investment Corp,FICVU,NasdaqCM,,0.0,0.0
Frontier Investment Corp Warrants,FICVW,NasdaqCM,,,
First Trust S&P International D,FID,NasdaqGM,2018-12-30 18:00:00,,
Fidelity International High Div,FIDI,NYSEArca,,,
Fidelity MSCI Industrials Index,FIDU,NYSEArca,,,
UBS AG FI Enhanced Europe 50 ET,FIEE,NYSEArca,,,
First Trust Energy Infrastructu,FIF,NYSE,2019-02-14 18:00:00,0.0,0.0
Simplify Exchange Traded Funds ,FIG,NYSEArca,,,
Fidelity Investment Grade Bond ,FIGB,NYSEArca,,,
"FIGS, Inc.",FIGS,NYSE,,0.0,0.0
UBS AG UBS AG FI Enhanced Globa,FIHD,NYSEArca,,,
iShares MSCI Global Energy Prod,FILL,NYSEArca,,,
,FINS,NYSE,,1.301,0.10487707
FinVolution Group,FINV,NYSE,2022-05-05 19:00:00,0.0,0.0
FinWise Bancorp,FINW,NasdaqGM,,0.0,0.0
Global X FinTech ETF,FINX,NasdaqGM,,,
FTAI Infrastructure Inc.,FIP,NasdaqGS,2023-03-27 19:00:00,0.06,0.024999999
Fidelity National Information S,FIS,NYSE,2023-03-23 19:00:00,1.88,0.036455303
"Financial Institutions, Inc.",FISI,NasdaqGS,2023-04-02 19:00:00,1.16,0.0552118
"Empire State Realty OP, L.P. Se",FISK,NYSEArca,2023-03-30 19:00:00,0.14,0.021671826
SPDR SSGA Fixed Income Sector R,FISR,NYSEArca,,,
"Fiserv, Inc.",FISV,NasdaqGS,,0.0,0.0
Fifth Third Bancorp,FITB,NasdaqGS,2023-01-16 18:00:00,1.26,0.049586777
Fifth Third Bancorp - Depositar,FITBI,NasdaqGS,2023-01-02 18:00:00,1.26,0.054711245
Fifth Third Bancorp - Depositar,FITBO,NasdaqGS,2023-01-02 18:00:00,1.26,0.06336434
Fifth Third Bancorp - Depositar,FITBP,NasdaqGS,2023-01-02 18:00:00,1.26,0.054451168
SPDR S&P Kensho Future Security,FITE,NYSEArca,,,
Fidelity International Value Fa,FIVA,NYSEArca,,,
"Five Below, Inc.",FIVE,NasdaqGS,,0.0,0.0
Defiance Next Gen Connectivity ,FIVG,NYSEArca,,,
"Five9, Inc.",FIVN,NasdaqGM,,0.0,0.0
Strategy Shares Nasdaq 5HANDL I,FIVR,NasdaqGM,,,
First Trust Water ETF,FIW,NYSEArca,,,
"Comfort Systems USA, Inc.",FIX,NYSE,2023-03-20 19:00:00,0.56,0.0041140174
First Trust TCW Opportunistic F,FIXD,NasdaqGM,2017-05-30 19:00:00,,
Procure Disaster Recovery Strat,FIXT,NasdaqGM,,0.0,0.0
"Homology Medicines, Inc.",FIXX,NasdaqGS,,0.0,0.0
National Beverage Corp.,FIZZ,NasdaqGS,2021-12-28 18:00:00,0.0,0.0
FT Cboe Vest U.S. Equity Buffer,FJAN,BATS,,0.0,0.0
First Trust Japan AlphaDEX Fund,FJP,NasdaqGM,2017-12-28 18:00:00,,
FT Cboe Vest U.S. Equity Buffer,FJUL,BATS,,0.0,0.0
FT Cboe Vest U.S. Equity Buffer,FJUN,BATS,,,
First Trust,FKU,NasdaqGM,2018-03-28 19:00:00,0.0,0.0
Franklin Wireless Corp.,FKWL,NasdaqCM,,0.0,0.0
"Foot Locker, Inc.",FL,NYSE,2023-04-27 19:00:00,1.5,0.036549706
"First Light Acquisition Group, ",FLAG,NYSE American,2018-06-28 19:00:00,0.0,0.0
,FLAG-WS,,,,
Franklin FTSE Australia ETF,FLAU,NYSEArca,,0.0,0.0
Franklin FTSE Asia ex Japan ETF,FLAX,NYSEArca,,,
Franklin Senior Loan ETF,FLBL,BATS,2018-07-05 19:00:00,,
Franklin FTSE Brazil ETF,FLBR,NYSEArca,,,
Flaherty & Crumrine Total Retur,FLC,NYSE,2019-04-29 19:00:00,1.438,0.098156996
Franklin FTSE Canada ETF,FLCA,NYSEArca,,0.0,0.0
Franklin U.S. Core Bond ETF,FLCB,NYSEArca,,0.0,0.0
Franklin FTSE China ETF,FLCH,NYSEArca,,,
Franklin Investment Grade Corpo,FLCO,NYSEArca,,0.0,0.0
Fidelity Low Duration Bond Fact,FLDR,BATS,,,
RiverNorth Patriot ETF,FLDZ,BATS,,,
Franklin FTSE Europe ETF,FLEE,NYSEArca,,0.0,0.0
Franklin FTSE Europe Hedged ETF,FLEH,NYSEArca,,,
Flex Ltd.,FLEX,NasdaqGS,,0.0,0.0
Franklin FTSE France ETF,FLFR,NYSEArca,,,
Feutune Light Acquisition Corpo,FLFV,NasdaqGM,,0.0,0.0
Feutune Light Acquisition Corpo,FLFVR,NasdaqGM,,0.0,0.0
Feutune Light Acquisition Corpo,FLFVU,NasdaqGM,,0.0,0.0
,FLFVW,NasdaqGM,,0.0,0.0
Franklin FTSE,FLGB,NYSEArca,,,
Flora Growth Corp.,FLGC,NasdaqCM,,0.0,0.0
Franklin FTSE Germany ETF,FLGR,NYSEArca,,0.0,0.0
"Fulgent Genetics, Inc.",FLGT,NasdaqGM,,0.0,0.0
Franklin U.S. Treasury Bond ETF,FLGV,NYSEArca,,0.0,0.0
Franklin FTSE Hong Kong ETF,FLHK,NYSEArca,,,
Franklin High Yield Corporate E,FLHY,BATS,2018-07-05 19:00:00,,
Franklin International Aggregat,FLIA,BATS,,0.0,0.0
The First of Long Island Corpor,FLIC,NasdaqCM,2023-03-23 19:00:00,0.82,0.056668967
Franklin FTSE India ETF,FLIN,NYSEArca,,0.0,0.0
Franklin FTSE Italy ETF,FLIY,NYSEArca,,,
FLJ Group Limited,FLJ,NasdaqGM,,0.0,0.0
Franklin FTSE Japan Hedged ETF,FLJH,NYSEArca,,,
Franklin FTSE Japan ETF,FLJP,NYSEArca,,,
