shortName,symbol,fullExchangeName,dividendDate,trailingAnnualDividendYield,averageAnalystRating,trailingPE,trailingAnnualDividendRate
Fifth Third Bancorp - Depositar,FITBI,NasdaqGS,2023-01-02 18:00:00,0.054711245,,6.847545,1.26
Fifth Third Bancorp - Depositar,FITBO,NasdaqGS,2023-01-02 18:00:00,0.06336434,,6.1441283,1.26
Fifth Third Bancorp - Depositar,FITBP,NasdaqGS,2023-01-02 18:00:00,0.054451168,,6.9279356,1.26
"Comfort Systems USA, Inc.",FIX,NYSE,2023-03-20 19:00:00,0.0041140174,2.2 - Buy,21.063637,0.56
"Foot Locker, Inc.",FL,NYSE,2023-04-27 19:00:00,0.036549706,2.7 - Hold,9.573991,1.5
The First of Long Island Corpor,FLIC,NasdaqCM,2023-03-23 19:00:00,0.056668967,3.0 - Hold,7.305419,0.82
FLEX LNG Ltd.,FLNG,NYSE,2023-03-06 18:00:00,0.09478673,,9.335312,3.0
"Flowers Foods, Inc.",FLO,NYSE,2023-03-16 19:00:00,0.031961795,2.8 - Hold,25.682241,0.87
Flowserve Corporation,FLS,NYSE,2023-04-06 19:00:00,0.025518341,2.4 - Buy,21.541666,0.8
"Flexsteel Industries, Inc.",FLXS,NasdaqGS,2023-04-02 19:00:00,0.030241936,,15.162962,0.6
"Farmers & Merchants Bancorp, In",FMAO,NasdaqCM,2023-01-19 18:00:00,0.03585836,3.0 - Hold,9.86722,0.8
"First Mid Bancshares, Inc.",FMBH,NasdaqGM,2023-02-28 18:00:00,0.033395175,1.7 - Buy,7.8725214,0.9
FMC Corporation,FMC,NYSE,2023-04-19 19:00:00,0.018698838,2.3 - Buy,18.387402,2.17
Farmers National Banc Corp.,FMNB,NasdaqCM,2023-03-30 19:00:00,0.050860718,3.0 - Hold,7.0879116,0.65
Fresenius Medical Care AG,FMS,NYSE,2022-05-26 19:00:00,0.057201225,4.0 - Underperform,16.235292,1.12
Fomento Economico Mexicano S.A.,FMX,NYSE,2022-11-16 18:00:00,0.0,2.2 - Buy,24.224045,0.0
F.N.B. Corporation,FNB,NYSE,2023-03-14 19:00:00,0.039834023,2.1 - Buy,10.483051,0.48
FNCB Bancorp Inc. Common Stock,FNCB,NasdaqCM,2023-03-14 19:00:00,0.045580115,,6.285714,0.33
FNF Group of Fidelity National ,FNF,NYSE,2023-03-30 19:00:00,0.05352283,2.1 - Buy,8.150617,1.77
"First Bancorp, Inc (ME)",FNLC,NasdaqGS,2023-01-19 18:00:00,0.050680786,,7.9069767,1.34
Franco-Nevada Corporation,FNV,NYSE,2023-03-29 19:00:00,0.0,3.0 - Hold,34.89031,0.0
First Northwest Bancorp,FNWB,NasdaqGM,2023-02-23 18:00:00,0.02420052,2.5 - Buy,7.2716045,0.28
Finward Bancorp,FNWD,NasdaqCM,2023-04-05 19:00:00,0.039402608,1.5 - Strong Buy,9.005682,1.24
Formula Systems (1985) Ltd.,FORTY,NasdaqGS,2022-12-29 18:00:00,0.021880819,,12.179732,1.41
"Fossil Group, Inc. - 7% Senior ",FOSLL,NasdaqGS,2023-02-27 18:00:00,,,,
Fox Corporation,FOX,NasdaqGS,2023-03-28 19:00:00,0.016426416,,11.2342005,0.49
Fox Corporation,FOXA,NasdaqGS,2023-03-28 19:00:00,0.015067651,2.5 - Buy,12.245353,0.49
Farmland Partners Inc.,FPI,NYSE,2023-04-16 19:00:00,0.023350254,2.2 - Buy,60.6875,0.23
"First Industrial Realty Trust, ",FR,NYSE,2023-04-16 19:00:00,0.022666153,2.2 - Buy,19.15129,1.18
Franklin Financial Services Cor,FRAF,NasdaqCM,2023-02-21 18:00:00,0.041303646,,9.468278,1.28
First Bank,FRBA,NasdaqGM,2023-02-23 18:00:00,0.021505376,2.0 - Buy,6.3922653,0.24
FIRST REPUBLIC BANK,FRC,NYSE,2023-02-08 18:00:00,0.03465982,2.5 - Buy,5.2804317,1.08
Friedman Industries Inc.,FRD,NYSE American,2023-02-09 18:00:00,0.006968641,,12.315217,0.08
"Franchise Group, Inc.",FRG,NasdaqGM,2023-04-13 19:00:00,0.101626016,1.8 - Buy,,2.5
"Franchise Group, Inc. - 7.50% S",FRGAP,NasdaqGM,2023-04-13 19:00:00,0.115954936,,2.561714,2.5
First Merchants Corporation,FRME,NasdaqGS,2023-03-16 19:00:00,0.035151854,1.7 - Buy,9.689474,1.25
First Merchants Corporation - D,FRMEP,NasdaqGS,2023-02-14 18:00:00,0.051208522,,6.4488187,1.25
Frontline Plc,FRO,NYSE,2023-03-30 19:00:00,0.0755418,2.6 - Hold,7.793103,1.22
Primis Financial Corp.,FRST,NasdaqGM,2023-02-23 18:00:00,0.03968254,1.5 - Strong Buy,13.684931,0.4
Federal Realty Investment Trust,FRT,NYSE,2023-04-16 19:00:00,0.044243235,2.3 - Buy,20.376875,4.3
Five Star Bancorp,FSBC,NasdaqGS,2023-02-12 18:00:00,0.028409092,2.0 - Buy,8.433198,0.6
"FS Bancorp, Inc.",FSBW,NasdaqCM,2023-02-22 18:00:00,0.02688172,2.3 - Buy,8.280654,0.8
"First Savings Financial Group, ",FSFG,NasdaqCM,2023-03-30 19:00:00,0.03192142,2.3 - Buy,7.904307,0.52
FS KKR Capital Corp.,FSK,NYSE,2023-04-02 19:00:00,0.14498566,2.4 - Buy,57.096775,2.53
Franklin Street Properties Corp,FSP,NYSE American,2023-02-15 18:00:00,0.06382979,2.5 - Buy,186.0,0.12
Federal Signal Corporation,FSS,NYSE,2023-03-30 19:00:00,0.0070713027,2.2 - Buy,27.126316,0.36
FirstService Corporation,FSV,NasdaqGS,2023-04-10 19:00:00,0.0060810815,3.0 - Hold,49.919415,0.81
FTAI Aviation Ltd.,FTAI,NasdaqGS,2023-03-21 19:00:00,0.05370844,1.5 - Strong Buy,,1.26
FTAI Aviation Ltd. - 8.25% Fixe,FTAIN,NasdaqGS,2023-03-14 19:00:00,0.06131387,,,1.26
FTAI Aviation Ltd. - 8.00% Fixe,FTAIO,NasdaqGS,2023-03-14 19:00:00,0.06095791,,,1.26
FTAI Aviation Ltd. - 8.25% Fixe,FTAIP,NasdaqGS,2023-03-14 19:00:00,0.05860465,,,1.26
Fortis Inc.,FTS,NYSE,2023-05-31 19:00:00,0.052759543,2.8 - Hold,20.42647,2.17
Fortive Corporation,FTV,NYSE,2023-03-30 19:00:00,0.004349177,2.1 - Buy,32.117645,0.28
H. B. Fuller Company,FUL,NYSE,2023-02-20 18:00:00,0.011339889,2.0 - Buy,20.471876,0.738
Fulton Financial Corporation,FULT,NasdaqGS,2023-01-12 18:00:00,0.04043127,2.7 - Hold,9.347561,0.6
Fulton Financial Corporation - ,FULTP,NasdaqGS,2023-01-16 18:00:00,0.032894738,,11.852229,0.6
"Cedar Fair, L.P.",FUN,NYSE,2023-03-20 19:00:00,0.013407822,2.0 - Buy,8.223853,0.6
First,FUNC,NasdaqGS,2023-04-30 19:00:00,0.03488372,2.0 - Buy,4.6520543,0.6
"First US Bancshares, Inc.",FUSB,NasdaqCM,2023-04-02 19:00:00,0.017052375,,8.364583,0.14
Forward Air Corporation,FWRD,NasdaqGS,2023-03-16 19:00:00,0.00922456,2.1 - Buy,15.044035,0.96
First National Corporation,FXNC,NasdaqCM,2023-03-09 18:00:00,0.032941177,1.0 - Strong Buy,6.2234845,0.56
Genpact Limited,G,NYSE,2023-03-23 19:00:00,0.011460004,2.2 - Buy,24.043715,0.5
"German American Bancorp, Inc.",GABC,NasdaqGS,2023-02-19 18:00:00,0.027810652,3.0 - Hold,12.655797,0.94
Gladstone Investment Corporatio,GAIN,NasdaqGS,2023-03-30 19:00:00,0.07032458,2.6 - Hold,9.118881,0.91
Gladstone Investment Corporatio,GAINN,NasdaqGS,2024-01-31 18:00:00,,,,
Gladstone Investment Corporatio,GAINZ,NasdaqGS,2024-01-31 18:00:00,,,,
GATX Corporation,GATX,NYSE,2023-03-30 19:00:00,0.020170674,1.8 - Buy,24.369158,2.08
"Glacier Bancorp, Inc.",GBCI,NYSE,2022-12-14 18:00:00,0.03229753,2.6 - Hold,16.09594,1.32
"Golub Capital BDC, Inc.",GBDC,NasdaqGS,2023-03-28 19:00:00,0.097774245,2.2 - Buy,18.925373,1.23
"Global Indemnity Group, LLC",GBLI,NYSE,2023-03-30 19:00:00,0.03554924,,,1.0
"Greenbrier Companies, Inc. (The",GBX,NYSE,2023-02-15 18:00:00,0.0389751,2.5 - Buy,50.51786,1.08
"Greene County Bancorp, Inc.",GCBC,NasdaqCM,2023-02-26 18:00:00,0.011104382,,14.612717,0.55
GCM Grosvenor Inc.,GCMG,NasdaqGM,2023-03-14 19:00:00,0.054545455,2.0 - Buy,18.84058,0.42
General Dynamics Corporation,GD,NYSE,2023-05-11 19:00:00,0.023252595,2.1 - Buy,18.29177,5.04
General Electric Company,GE,NYSE,2023-04-24 19:00:00,0.0035650623,2.0 - Buy,176.86539,0.32
Great Elm Capital Corp.,GECC,NasdaqGM,2023-03-30 19:00:00,0.2215909,3.0 - Hold,,1.95
Great Elm Capital Corp. - Notes,GECCN,NasdaqGM,2023-12-30 18:00:00,,,,
Great Elm Capital Corp. - 5.875,GECCO,NasdaqGM,2023-12-30 18:00:00,,,,
Greif Inc.,GEF,NYSE,2023-03-31 19:00:00,0.033521462,2.7 - Hold,7.917901,1.96
"Greif, Inc. Corporation",GEF-B,NYSE,2023-03-31 19:00:00,0.028533993,,6.198939,1.96
"Great Elm Group, Inc.  - 7.25% ",GEGGL,NasdaqGM,2023-12-30 18:00:00,,,,
"Genesis Energy, L.P.",GEL,NYSE,2023-02-13 18:00:00,0.05176877,2.5 - Buy,,0.6
Gen Digital Inc.,GEN,NasdaqGS,2023-03-14 19:00:00,0.03132832,2.4 - Buy,17.966667,0.5
"Guess?, Inc.",GES,NYSE,2022-12-22 18:00:00,0.044642854,2.0 - Buy,11.601156,0.9
Griffon Corporation,GFF,NYSE,2023-03-22 19:00:00,0.012239497,1.2 - Strong Buy,,0.37
Gold Fields Limited,GFI,NYSE,2023-03-29 19:00:00,0.040906068,2.8 - Hold,13.734178,0.438
GFL Environmental Inc. Subordin,GFL,NYSE,2023-01-30 18:00:00,0.0020230312,1.7 - Buy,,0.065
Grupo Financiero Galicia S.A.,GGAL,NasdaqCM,2023-02-05 18:00:00,0.0,3.5 - Hold,10.989899,0.0
Gerdau S.A.,GGB,NYSE,2023-03-29 19:00:00,0.75624996,2.0 - Buy,3.3862066,3.63
Graco Inc.,GGG,NYSE,2023-05-02 19:00:00,0.0128777735,2.6 - Hold,26.281855,0.865
Graham Holdings Company,GHC,NYSE,2023-05-10 19:00:00,0.0113349,4.0 - Underperform,42.48413,6.32
GreenTree Hospitality Group Ltd,GHG,NYSE,2022-01-20 18:00:00,0.8480583,2.0 - Buy,,3.494
Greystone Housing Impact Invest,GHI,NYSE,2023-01-30 18:00:00,0.07750148,2.0 - Buy,6.2267656,1.309
"Greenhill & Co., Inc.",GHL,NYSE,2023-03-21 19:00:00,0.044742733,3.3 - Hold,67.5,0.4
Global Industrial Company,GIC,NYSE,2023-03-12 19:00:00,0.02863962,2.0 - Buy,12.823232,0.72
"Gildan Activewear, Inc.",GIL,NYSE,2023-04-09 19:00:00,0.02191248,2.1 - Buy,10.622073,0.676
"Gilead Sciences, Inc.",GILD,NasdaqGS,2023-03-29 19:00:00,0.036660388,2.5 - Buy,21.997244,2.92
Generation Income Properties In,GIPR,NasdaqCM,2023-03-29 19:00:00,0.12934132,2.0 - Buy,,0.648
"General Mills, Inc.",GIS,NYSE,2023-04-30 19:00:00,0.02594194,3.1 - Hold,16.626032,2.1
Synthetic Fixed-Income Securiti,GJH,NYSE,2022-12-14 18:00:00,,,,
Synthetic Fixed-Income Securiti,GJO,NYSE,2023-03-14 19:00:00,,,,
Synthetic Fixed-Income Securiti,GJP,NYSE,2023-03-14 19:00:00,,,,
Synthetic Fixed-Income Securiti,GJR,NYSE,2023-03-14 19:00:00,,,,
Goldman Sachs Group Securities ,GJS,NYSE,2023-03-14 19:00:00,,,,
Synthetic Fixed-Income Securiti,GJT,NYSE,2023-02-28 18:00:00,,,,
Globe Life Inc.,GL,NYSE,2023-04-30 19:00:00,0.007712321,2.6 - Hold,15.026244,0.83
Gladstone Capital Corporation,GLAD,NasdaqGS,2023-03-30 19:00:00,0.08847625,3.0 - Hold,24.736841,0.81
Glen Burnie Bancorp,GLBZ,NasdaqCM,2023-02-05 18:00:00,0.052980132,,12.605,0.4
GasLog Partners LP,GLOP,NYSE,2023-02-08 18:00:00,0.004878049,3.0 - Hold,4.770588,0.04
Global Partners LP Global Partn,GLP,NYSE,2023-02-13 18:00:00,0.08427544,2.0 - Buy,3.197662,2.46
"Gaming and Leisure Properties, ",GLPI,NasdaqGS,2023-03-23 19:00:00,0.055832006,2.0 - Buy,18.808989,2.805
Glatfelter Corporation,GLT,NYSE,2022-07-31 19:00:00,0.093959734,2.0 - Buy,,0.28
Corning Incorporated,GLW,NYSE,2023-03-29 19:00:00,0.03291679,2.3 - Buy,22.07285,1.08
General Motors Company,GM,NYSE,2023-03-15 19:00:00,0.0052432274,2.3 - Buy,5.8561764,0.18
Esports Entertainment Group Inc,GMBLP,NasdaqCM,2023-03-30 19:00:00,0.0,,,0.0
Global Medical REIT Inc.,GMRE,NYSE,2023-04-10 19:00:00,0.08898305,2.0 - Buy,45.949997,0.84
Genie Energy Ltd.,GNE,NYSE,2023-02-28 18:00:00,0.029880479,3.0 - Hold,4.6754384,0.3
Genco Shipping & Trading Limite,GNK,NYSE,2023-03-13 19:00:00,0.15913312,1.6 - Buy,4.4732394,2.57
"Global Net Lease, Inc.",GNL,NYSE,2023-01-16 18:00:00,0.122793555,2.4 - Buy,,1.6
Gentex Corporation,GNTX,NasdaqGS,2023-04-18 19:00:00,0.018327605,2.2 - Buy,20.022387,0.48
"Guaranty Bancshares, Inc.",GNTY,NYSE,2023-04-11 19:00:00,0.030250944,2.5 - Buy,8.94562,0.88
Golden Ocean Group Limited,GOGL,NasdaqGS,2023-03-08 18:00:00,0.17386723,1.5 - Strong Buy,4.1834064,1.65
Gol Linhas Aereas Inteligentes ,GOL,NYSE,2022-05-19 19:00:00,0.0,2.7 - Hold,,0.0
Barrick Gold Corporation,GOLD,NYSE,2023-03-14 19:00:00,0.022883296,2.3 - Buy,69.6,0.4
Acushnet Holdings Corp.,GOLF,NYSE,2023-03-23 19:00:00,0.014751076,3.0 - Hold,18.416973,0.72
Gladstone Commercial Corporatio,GOOD,NasdaqGS,2023-03-30 19:00:00,0.123360656,2.2 - Buy,,1.505
Gladstone Commercial Corporatio,GOODN,NasdaqGS,2023-03-30 19:00:00,0.07596406,,,1.505
Gladstone Commercial Corporatio,GOODO,NasdaqGS,2023-03-30 19:00:00,0.087452695,,621.37933,1.502
Gold Resource Corporation,GORO,NYSE American,2022-12-29 18:00:00,0.04684389,2.0 - Buy,86.0,0.04
Genuine Parts Company,GPC,NYSE,2023-04-02 19:00:00,0.021945687,2.9 - Hold,19.910519,3.58
"Group 1 Automotive, Inc.",GPI,NYSE,2023-03-14 19:00:00,0.007918327,2.2 - Buy,4.4823685,1.59
Graphic Packaging Holding Compa,GPK,NYSE,2023-04-04 19:00:00,0.013877028,,14.333333,0.325
Granite Point Mortgage Trust In,GPMT,NYSE,2023-01-16 18:00:00,0.18849206,2.5 - Buy,,0.95
Global Payments Inc.,GPN,NYSE,2023-03-30 19:00:00,0.010077598,1.9 - Buy,252.29999,1.0
Green Plains Partners LP,GPP,NasdaqGM,2023-02-09 18:00:00,0.1445156,3.0 - Hold,7.383721,1.805
Geopark Ltd,GPRK,NYSE,2023-03-30 19:00:00,0.04263495,2.3 - Buy,3.0878186,0.466
"Gap, Inc. (The)",GPS,NYSE,2023-04-25 19:00:00,0.061538465,3.2 - Hold,,0.6
Gorman-Rupp Company (The),GRC,NYSE,2023-03-09 18:00:00,0.029198637,1.0 - Strong Buy,55.88095,0.685
Greenidge Generation Holdings I,GREEL,NasdaqGS,2023-01-30 18:00:00,,,,
Grindrod Shipping Holdings Ltd.,GRIN,NasdaqGS,2023-03-16 19:00:00,0.113175675,3.0 - Hold,2.4254472,1.34
Garmin Ltd.,GRMN,NYSE,2023-03-30 19:00:00,0.03045156,,19.54016,2.92
"Granite Ridge Resources, Inc.",GRNT,NYSE,2023-03-14 19:00:00,0.015841583,2.0 - Buy,252.0,0.08
"U.S. Global Investors, Inc.",GROW,NasdaqCM,2023-06-25 19:00:00,0.036000002,,12.095239,0.09
Gold Royalty Corp.,GROY,NYSE American,2023-04-12 19:00:00,0.019323671,2.4 - Buy,,0.04
"Goldman Sachs Group, Inc. (The)",GS,NYSE,2023-03-29 19:00:00,0.028828599,2.3 - Buy,10.816684,9.0
"Great Southern Bancorp, Inc.",GSBC,NasdaqGS,2023-01-17 18:00:00,0.028782286,3.0 - Hold,9.287853,1.56
"Goldman Sachs BDC, Inc.",GSBD,NYSE,2023-04-26 19:00:00,0.13119534,3.0 - Hold,25.61111,1.8
GSK plc,GSK,NYSE,2023-04-12 19:00:00,0.018254912,2.8 - Hold,13.057916,0.613
Global Ship Lease Inc New,GSL,NYSE,2023-03-05 18:00:00,0.07869885,1.5 - Strong Buy,2.4759429,1.5
"Gray Television, Inc.",GTN,NYSE,2023-03-30 19:00:00,0.035674468,2.4 - Buy,2.1849146,0.32
"Gray Television, Inc.",GTN-A,NYSE,2023-03-30 19:00:00,0.036488026,,2.0236967,0.32
Garrett Motion Inc. - Series A ,GTXAP,NasdaqGS,2023-04-02 19:00:00,0.0,,4.3082085,0.0
Getty Realty Corporation,GTY,NYSE,2023-04-05 19:00:00,0.04642058,2.6 - Hold,19.102703,1.66
Granite Construction Incorporat,GVA,NYSE,2023-01-12 18:00:00,0.012999999,2.2 - Buy,24.1747,0.52
"Global Water Resources, Inc.",GWRS,NasdaqGM,2023-03-30 19:00:00,0.023590185,1.5 - Strong Buy,52.458336,0.295
"W.W. Grainger, Inc.",GWW,NYSE,2023-02-28 18:00:00,0.010153653,2.6 - Hold,23.293333,6.78
Hanmi Financial Corporation,HAFC,NasdaqGS,2023-02-22 18:00:00,0.047667343,2.5 - Buy,6.300912,0.94
Halliburton Company,HAL,NYSE,2023-03-28 19:00:00,0.01578428,1.7 - Buy,19.620253,0.48
"Hasbro, Inc.",HAS,NasdaqGS,2023-05-14 19:00:00,0.059146598,1.9 - Buy,32.666668,2.8
Hannon Armstrong Sustainable In,HASI,NYSE,2023-04-09 19:00:00,0.057892706,2.1 - Buy,53.133335,1.5
"Haynes International, Inc.",HAYN,NasdaqGS,2023-03-14 19:00:00,0.018900342,2.0 - Buy,13.610795,0.88
Huntington Bancshares Incorpora,HBAN,NasdaqGS,2023-04-02 19:00:00,0.057142854,2.7 - Hold,7.783217,0.62
Huntington Bancshares Incorpora,HBANM,NasdaqGS,2023-02-28 18:00:00,0.030526835,,26.310926,0.62
Huntington Bancshares Incorpora,HBANP,NasdaqGS,2023-04-16 19:00:00,0.038390093,,20.694088,0.62
Hamilton Beach Brands Holding C,HBB,NYSE,2023-03-14 19:00:00,0.038712684,,5.5105267,0.415
"Home Bancorp, Inc.",HBCP,NasdaqGS,2023-02-16 18:00:00,0.028890962,2.2 - Buy,8.592592,0.93
Hanesbrands Inc.,HBI,NYSE,2022-12-12 18:00:00,0.115163155,3.2 - Hold,,0.6
Hudbay Minerals Inc.,HBM,NYSE,2023-03-23 19:00:00,0.0034090907,1.8 - Buy,17.076923,0.015
"Horizon Bancorp, Inc.",HBNC,NasdaqGS,2023-01-19 18:00:00,0.054973822,2.0 - Buy,5.325688,0.63
"HBT Financial, Inc.",HBT,NasdaqGS,2023-02-13 18:00:00,0.032274332,2.8 - Hold,10.94709,0.64
"HCA Healthcare, Inc.",HCA,NYSE,2023-03-30 19:00:00,0.009073602,1.8 - Buy,13.452142,2.24
"Warrior Met Coal, Inc.",HCC,NYSE,2023-03-06 18:00:00,0.007102693,2.4 - Buy,2.9530435,0.24
"Harbor Custom Development, Inc.",HCDIP,NasdaqCM,2023-01-19 18:00:00,0.0,,12.359307,0.0
"HCI Group, Inc.",HCI,NYSE,2023-03-16 19:00:00,0.029181104,2.0 - Buy,,1.6
"The Hackett Group, Inc.",HCKT,NasdaqGS,2023-04-06 19:00:00,0.0248307,2.0 - Buy,14.639344,0.44
"Healthcare Services Group, Inc.",HCSG,NasdaqGS,2022-12-21 18:00:00,0.04867122,3.0 - Hold,26.62,0.641
"Home Depot, Inc. (The)",HD,NYSE,2023-03-22 19:00:00,0.027051428,2.3 - Buy,17.046968,7.79
HDFC Bank Limited,HDB,NYSE,2022-07-26 19:00:00,0.0,1.0 - Strong Buy,25.658634,0.0
"Hawaiian Electric Industries, I",HE,NYSE,2023-03-09 18:00:00,0.03752345,3.5 - Hold,17.301369,1.4
"H&E Equipment Services, Inc.",HEES,NasdaqGS,2023-03-09 18:00:00,0.024559053,1.6 - Buy,12.576705,1.1
Heico Corporation,HEI,NYSE,2023-01-22 18:00:00,0.0011586779,2.3 - Buy,66.988045,0.19
Heico Corporation,HEI-A,NYSE,2023-01-22 18:00:00,0.0014667285,,53.119522,0.19
"Holly Energy Partners, L.P.",HEP,NYSE,2023-02-12 18:00:00,0.07945516,3.2 - Hold,10.1453495,1.4
Hess Corporation,HES,NYSE,2023-03-29 19:00:00,0.012842465,2.3 - Buy,19.08215,1.5
Hess Midstream LP,HESM,NYSE,2023-02-12 18:00:00,0.08521905,2.2 - Buy,13.610256,2.237
"Home Federal Bancorp, Inc. of L",HFBL,NasdaqCM,2023-02-12 18:00:00,0.029023746,,10.2331295,0.44
Heritage Financial Corporation,HFWA,NasdaqGS,2023-02-21 18:00:00,0.03679369,2.5 - Buy,10.153847,0.84
HeadHunter Group PLC,HHR,NasdaqGS,2022-02-09 18:00:00,0.0,2.0 - Buy,9.054217,0.0
Hillenbrand Inc,HI,NYSE,2023-03-30 19:00:00,0.02,1.7 - Buy,15.224138,0.873
"Hibbett, Inc.",HIBB,NasdaqGS,2023-03-27 19:00:00,0.016020507,1.7 - Buy,6.706131,1.0
Hingham Institution for Savings,HIFS,NasdaqGM,2023-01-10 18:00:00,0.010164754,,13.84883,2.4
Hartford Financial Services Gro,HIG,NYSE,2023-04-03 19:00:00,0.024184907,2.1 - Buy,13.170826,1.58
Highway Holdings Limited,HIHO,NasdaqCM,2023-01-04 18:00:00,0.11813629,,19.090908,0.25
"Huntington Ingalls Industries, ",HII,NYSE,2023-03-09 18:00:00,0.023268268,2.7 - Hold,14.414326,4.78
"Himax Technologies, Inc.",HIMX,NasdaqGS,2022-07-11 19:00:00,0.0,2.5 - Buy,5.894737,0.0
"Highwoods Properties, Inc.",HIW,NYSE,2023-03-13 19:00:00,0.08896797,2.5 - Buy,14.577181,2.0
Hecla Mining Company,HL,NYSE,2023-03-23 19:00:00,0.004029304,2.1 - Buy,,0.022
"Houlihan Lokey, Inc.",HLI,NYSE,2023-03-14 19:00:00,0.022434473,3.0 - Hold,24.206266,2.02
"Helios Technologies, Inc.",HLIO,NYSE,2023-04-19 19:00:00,0.0054298644,1.2 - Strong Buy,22.853743,0.36
Haleon plc,HLN,NYSE,2023-04-26 19:00:00,0.0030839345,,28.571428,0.024
Hamilton Lane Incorporated,HLNE,NasdaqGS,2023-04-05 19:00:00,0.023220973,2.9 - Hold,26.26336,1.55
Hilton Worldwide Holdings Inc.,HLT,NYSE,2023-03-30 19:00:00,0.0033129647,2.5 - Buy,31.225735,0.45
"Honda Motor Company, Ltd.",HMC,NYSE,2022-06-12 19:00:00,5.0220976,1.7 - Buy,8.557047,125.0
Horace Mann Educators Corporati,HMN,NYSE,2023-03-30 19:00:00,0.037948415,3.0 - Hold,,1.28
"HMN Financial, Inc.",HMNF,NasdaqGM,2023-03-07 18:00:00,0.011863569,,11.172223,0.24
Home Point Capital Inc.,HMPT,NasdaqGS,2022-06-06 19:00:00,0.022727272,3.2 - Hold,,0.04
"HomeStreet, Inc.",HMST,NasdaqGS,2023-02-21 18:00:00,0.068192884,2.5 - Buy,6.558442,1.4
Harmony Gold Mining Company Lim,HMY,NYSE,2022-10-23 19:00:00,0.17174515,3.5 - Hold,,0.62
HNI Corporation,HNI,NYSE,2023-03-07 18:00:00,0.04852885,1.5 - Strong Buy,9.379791,1.27
"Hennessy Advisors, Inc.",HNNA,NasdaqGM,2023-03-05 18:00:00,0.0697704,2.0 - Buy,11.140845,0.547
"Hennessy Advisors, Inc. - 4.875",HNNAZ,NasdaqGM,2023-03-30 19:00:00,,,,
"Hanover Bancorp, Inc.",HNVR,NasdaqGS,2023-02-13 18:00:00,0.015625,1.5 - Strong Buy,5.895062,0.3
Hooker Furnishings Corporation,HOFT,NasdaqGS,2023-03-30 19:00:00,0.04006009,1.0 - Strong Buy,25.987343,0.8
"Harley-Davidson, Inc.",HOG,NYSE,2023-03-19 19:00:00,0.016050955,2.3 - Buy,7.79596,0.63
Hollysys Automation Technologie,HOLI,NasdaqGS,2022-04-24 19:00:00,0.0,3.0 - Hold,9.796512,0.0
"Home BancShares, Inc.",HOMB,NYSE,2023-03-07 18:00:00,0.030456854,2.1 - Buy,14.461538,0.66
Honeywell International Inc.,HON,NasdaqGS,2023-03-09 18:00:00,0.021103552,2.3 - Buy,26.639437,3.97
"HarborOne Bancorp, Inc.",HONE,NasdaqGS,2023-01-16 18:00:00,0.0224,2.3 - Buy,13.32653,0.28
"Hope Bancorp, Inc.",HOPE,NasdaqGS,2023-02-15 18:00:00,0.052434456,3.0 - Hold,6.1366115,0.56
Hovnanian Enterprises Inc - Dep,HOVNP,NasdaqGM,2023-01-14 18:00:00,,,,
"Helmerich & Payne, Inc.",HP,NYSE,2023-05-31 19:00:00,0.028169014,2.3 - Buy,25.925926,1.0
Hewlett Packard Enterprise Comp,HPE,NYSE,2023-04-13 19:00:00,0.03480783,2.4 - Buy,22.015387,0.48
"HighPeak Energy, Inc.",HPK,NasdaqGM,2023-02-23 18:00:00,0.0047562425,2.0 - Buy,12.043956,0.1
"Hudson Pacific Properties, Inc.",HPP,NYSE,2023-03-29 19:00:00,0.13404825,3.2 - Hold,,1.0
HP Inc.,HPQ,NYSE,2023-04-04 19:00:00,0.036194563,,10.972868,1.012
"HireQuest, Inc.",HQI,NasdaqCM,2023-03-14 19:00:00,0.01111111,1.7 - Buy,29.358974,0.24
Healthcare Realty Trust Incorpo,HR,NYSE,2023-03-20 19:00:00,0.037422996,2.5 - Buy,39.16,0.729
"H&R Block, Inc.",HRB,NYSE,2023-04-04 19:00:00,0.032193158,2.2 - Buy,13.172933,1.12
Herc Holdings Inc.,HRI,NYSE,2023-03-08 18:00:00,0.020285765,1.9 - Buy,11.05831,2.3
Hormel Foods Corporation,HRL,NYSE,2023-02-14 18:00:00,0.026749492,3.2 - Hold,21.877096,1.055
"Harrow Health, Inc. - 8.625% se",HROWL,NasdaqGM,2023-01-30 18:00:00,,,,
"Harrow Health, Inc. - 11.875% S",HROWM,NasdaqGM,2023-01-30 18:00:00,,,,
"Heritage Insurance Holdings, In",HRTG,NYSE,2022-07-04 19:00:00,0.03858521,2.3 - Buy,,0.12
Horizon Technology Finance Corp,HRZN,NasdaqGS,2023-06-13 19:00:00,0.11090574,3.0 - Hold,12.643678,1.2
"HSBC Holdings, plc.",HSBC,NYSE,2023-04-26 19:00:00,0.009470257,1.0 - Strong Buy,9.554017,0.32
Heidrick & Struggles Internatio,HSII,NasdaqGS,2023-03-23 19:00:00,0.019493178,1.7 - Buy,8.493188,0.6
Host Hotels,HST,NasdaqGS,2023-04-16 19:00:00,0.020939087,2.2 - Buy,18.03409,0.33
"HealthStream, Inc.",HSTM,NasdaqGS,2023-04-27 19:00:00,0.0,2.4 - Buy,67.4359,0.0
The Hershey Company,HSY,NYSE,2023-03-14 19:00:00,0.015849767,2.6 - Hold,30.472637,3.874
